pm_full,pm_last,household_id,household_position,actual_date,contact_method,owner_full,owner_last
Fundraiser G,G,10010,PR,2/7/2014,Personal Visit,Other Fundraiser,Other
Fundraiser G,G,10010,PR,1/17/2014,Personal Visit,Other Fundraiser,Other
Fundraiser G,G,10010,PR,10/22/2013,E-mail,Other Fundraiser,Other
Fundraiser G,G,10010,PR,6/1/2013,E-mail,Other Fundraiser,Other
Fundraiser G,G,10010,PR,5/31/2013,Mail,Other Fundraiser,Other
Fundraiser G,G,10010,PR,7/31/2012,Task,Other Fundraiser,Other
Fundraiser G,G,10010,PR,6/6/2012,Personal Visit,Other Fundraiser,Other
Fundraiser G,G,10010,PR,9/12/2011,Personal Visit,Other Fundraiser,Other
Fundraiser G,G,10010,PR,7/27/2010,Personal Visit,Other Fundraiser,Other
Fundraiser G,G,10010,PR,7/19/2010,Phone Call,Other Fundraiser,Other
Fundraiser G,G,10010,PR,9/26/2007,Event,Other Fundraiser,Other
Fundraiser G,G,10010,PR,2/14/2007,Event,Other Fundraiser,Other
Fundraiser G,G,10010,PR,10/19/2006,Event,Other Fundraiser,Other
Fundraiser G,G,10010,PR,10/17/2005,Mail,Other Fundraiser,Other
Fundraiser G,G,10010,PR,10/17/2005,Personal Visit,Other Fundraiser,Other
Fundraiser G,G,10010,PR,10/17/2005,Personal Visit,Other Fundraiser,Other
Fundraiser G,G,10010,PR,10/17/2005,Phone Call,Other Fundraiser,Other
Fundraiser G,G,10010,PR,2/17/2004,Mail,Other Fundraiser,Other
Fundraiser G,G,10010,PR,12/18/2003,Mail,Other Fundraiser,Other
Fundraiser G,G,10010,PR,10/6/2003,Phone Call,Other Fundraiser,Other
Fundraiser G,G,10010,PR,9/8/2003,Phone Call,Other Fundraiser,Other
Fundraiser G,G,10010,PR,6/23/2003,Phone Call,Other Fundraiser,Other
Fundraiser G,G,10010,PR,6/6/2003,Mail,Other Fundraiser,Other
Fundraiser G,G,10010,PR,6/6/2003,Personal Visit,Other Fundraiser,Other
Fundraiser G,G,10010,PR,6/2/2003,Personal Visit,Other Fundraiser,Other
Fundraiser G,G,10010,PR,7/10/2002,Personal Visit,Other Fundraiser,Other
Fundraiser G,G,10010,PR,7/10/2002,Phone Call,Other Fundraiser,Other
Fundraiser G,G,10010,PR,7/1/2002,"Visit, No Contact Report",Other Fundraiser,Other
Fundraiser G,G,10010,PR,6/28/2002,Mail,Other Fundraiser,Other
Fundraiser G,G,10010,PR,3/28/2002,Action,Other Fundraiser,Other
Fundraiser G,G,10010,PR,3/28/2002,Personal Visit,Other Fundraiser,Other
Fundraiser G,G,10010,PR,12/12/2000,Mail,Other Fundraiser,Other
Fundraiser G,G,10010,PR,11/17/2000,Mail,Other Fundraiser,Other
Fundraiser G,G,10010,PR,7/22/1996,Mail,Other Fundraiser,Other
Fundraiser D,D,10011,PR,12/11/2018,Mail,Fundraiser D,D
Fundraiser D,D,10011,PR,7/5/2018,Online Submission,Fundraiser D,D
Fundraiser D,D,10011,PR,7/3/2018,Phone Call,Fundraiser D,D
Fundraiser D,D,10011,PR,6/26/2018,Phone Call,Fundraiser D,D
Fundraiser D,D,10011,PR,7/25/2016,Phone Call,Fundraiser D,D
Fundraiser D,D,10011,PR,6/29/2016,Phone Call,Fundraiser D,D
Fundraiser D,D,10011,PR,6/20/2016,Phone Call,Fundraiser D,D
Fundraiser D,D,10011,PR,11/22/2013,Mail,Other Fundraiser,Other
Fundraiser D,D,10011,PR,11/15/2012,Mail,Other Fundraiser,Other
Fundraiser D,D,10011,PR,10/15/2011,Mail,Other Fundraiser,Other
Fundraiser D,D,10011,PR,5/31/2011,Phone Call,Other Fundraiser,Other
Fundraiser D,D,10011,PR,5/30/2011,Personal Visit,Other Fundraiser,Other
Fundraiser D,D,10011,PR,5/11/2011,Personal Visit,Other Fundraiser,Other
Fundraiser D,D,10011,PR,11/15/2010,Mail,Other Fundraiser,Other
Fundraiser D,D,10011,PR,11/5/2009,Endowment Report,Other Fundraiser,Other
Fundraiser D,D,10011,PR,2/27/2009,Personal Visit,Other Fundraiser,Other
Fundraiser D,D,10011,PR,12/19/2008,Endowment Report,Other Fundraiser,Other
Fundraiser D,D,10011,PR,11/24/2008,Personal Visit,Other Fundraiser,Other
Fundraiser D,D,10011,PR,1/16/2008,Phone Call,Other Fundraiser,Other
Fundraiser A,A,10012,PR,3/29/2019,,Fundraiser A,A
Fundraiser A,A,10012,PR,3/29/2019,E-mail,Fundraiser A,A
Fundraiser A,A,10012,PR,2/25/2019,Personal Visit,Fundraiser A,A
Fundraiser A,A,10012,PR,2/25/2019,Personal Visit,Fundraiser A,A
Fundraiser A,A,10012,PR,9/24/2018,E-mail,Other Fundraiser,Other
Fundraiser A,A,10012,PR,8/9/2018,Phone Call,Fundraiser A,A
Fundraiser A,A,10012,PR,4/26/2017,E-mail,Other Fundraiser,Other
Fundraiser A,A,10012,PR,4/19/2016,E-mail,Other Fundraiser,Other
Fundraiser A,A,10012,PR,4/19/2016,E-mail,Other Fundraiser,Other
Fundraiser A,A,10012,PR,12/17/2015,E-mail,Other Fundraiser,Other
Fundraiser A,A,10012,PR,6/17/2015,Personal Visit,Other Fundraiser,Other
Fundraiser A,A,10012,PR,4/21/2015,Task,Other Fundraiser,Other
Fundraiser A,A,10012,PR,4/14/2015,Personal Visit,Other Fundraiser,Other
Fundraiser A,A,10012,PR,4/14/2015,Personal Visit,Other Fundraiser,Other
Fundraiser A,A,10012,PR,10/20/2014,Personal Visit,Other Fundraiser,Other
Fundraiser A,A,10012,PR,9/9/2014,Personal Visit,Other Fundraiser,Other
Fundraiser A,A,10012,PR,10/17/2013,Event,Other Fundraiser,Other
Fundraiser A,A,10012,PR,10/16/2013,Mail,Other Fundraiser,Other
Fundraiser A,A,10012,PR,10/15/2012,Personal Visit,Other Fundraiser,Other
Fundraiser A,A,10012,PR,6/1/2012,Mail,Other Fundraiser,Other
Fundraiser A,A,10012,PR,12/9/2011,Mail,Other Fundraiser,Other
Fundraiser A,A,10012,PR,7/19/2011,Personal Visit,Other Fundraiser,Other
Fundraiser A,A,10012,PR,7/19/2011,Personal Visit,Other Fundraiser,Other
Fundraiser A,A,10012,PR,5/17/2011,Mail,Other Fundraiser,Other
Fundraiser A,A,10012,PR,3/7/2011,Phone Call,Other Fundraiser,Other
Fundraiser A,A,10012,PR,10/18/2010,Personal Visit,Other Fundraiser,Other
Fundraiser A,A,10012,PR,10/12/2010,Event,Other Fundraiser,Other
Fundraiser A,A,10012,PR,8/5/2010,Mail,Other Fundraiser,Other
Fundraiser A,A,10012,PR,7/16/2010,Mail,Other Fundraiser,Other
Fundraiser A,A,10012,PR,7/15/2010,Personal Visit,Other Fundraiser,Other
Fundraiser A,A,10012,PR,7/15/2010,Phone Call,Other Fundraiser,Other
Fundraiser A,A,10012,PR,4/28/2010,Personal Visit,Other Fundraiser,Other
Fundraiser A,A,10012,PR,3/31/2010,Personal Visit,Other Fundraiser,Other
Fundraiser A,A,10012,PR,1/25/2010,Mail,Other Fundraiser,Other
Fundraiser A,A,10012,PR,1/4/2010,Personal Visit,Other Fundraiser,Other
Fundraiser A,A,10012,PR,11/9/2009,Event,Other Fundraiser,Other
Fundraiser A,A,10012,PR,1/29/2009,Mail,Other Fundraiser,Other
Fundraiser A,A,10012,PR,8/4/2008,Mail,Other Fundraiser,Other
Fundraiser A,A,10012,PR,7/25/2008,Personal Visit,Other Fundraiser,Other
Fundraiser A,A,10012,PR,1/21/2008,Personal Visit,Other Fundraiser,Other
Fundraiser A,A,10012,PR,1/17/2008,Mail,Other Fundraiser,Other
Fundraiser A,A,10012,PR,1/4/2008,Personal Visit,Other Fundraiser,Other
Fundraiser A,A,10012,PR,1/4/2008,Personal Visit,Other Fundraiser,Other
Fundraiser A,A,10012,PR,1/24/2007,Event,Other Fundraiser,Other
Fundraiser A,A,10012,PR,10/18/2006,Event,Other Fundraiser,Other
Fundraiser A,A,10012,PR,6/27/2006,Action,Other Fundraiser,Other
Fundraiser A,A,10012,PR,5/26/2006,Mail,Other Fundraiser,Other
Fundraiser A,A,10012,PR,12/5/2004,Mail,Other Fundraiser,Other
Fundraiser A,A,10012,PR,6/19/2003,Personal Visit,Other Fundraiser,Other
Fundraiser A,A,10012,PR,9/5/1998,Action,Other Fundraiser,Other
Fundraiser G,G,10013,PR,1/22/2016,Task,Other Fundraiser,Other
Fundraiser G,G,10013,PR,11/20/1997,Mail,Other Fundraiser,Other
Fundraiser G,G,10014,PR,11/25/2019,Mail,Fundraiser G,G
Fundraiser G,G,10014,PR,2/15/2016,Internal Meeting,Other Fundraiser,Other
Fundraiser G,G,10014,PR,6/2/2015,Mail,Other Fundraiser,Other
Fundraiser A,A,10015,PR,2/21/2008,Mail,Other Fundraiser,Other
Fundraiser A,A,10015,PR,9/6/2002,Mail,Other Fundraiser,Other
Fundraiser D,D,10016,PR,10/28/2013,Personal Visit,Other Fundraiser,Other
Fundraiser D,D,10016,PR,7/25/2002,Mail,Other Fundraiser,Other
Fundraiser A,A,10017,PR,9/15/2014,Personal Visit,Other Fundraiser,Other
Fundraiser A,A,10017,PR,11/22/2013,Mail,Other Fundraiser,Other
Fundraiser A,A,10017,PR,11/15/2012,Mail,Other Fundraiser,Other
Fundraiser A,A,10017,PR,10/15/2011,Mail,Other Fundraiser,Other
Fundraiser A,A,10017,PR,8/25/2011,Task,Other Fundraiser,Other
Fundraiser A,A,10017,PR,11/15/2010,Mail,Other Fundraiser,Other
Fundraiser A,A,10017,PR,11/5/2009,Endowment Report,Other Fundraiser,Other
Fundraiser A,A,10017,PR,11/5/2009,Endowment Report,Other Fundraiser,Other
Fundraiser A,A,10017,PR,11/5/2009,Endowment Report,Other Fundraiser,Other
Fundraiser A,A,10017,PR,12/19/2008,Endowment Report,Other Fundraiser,Other
Fundraiser A,A,10017,PR,12/19/2008,Endowment Report,Other Fundraiser,Other
Fundraiser A,A,10017,PR,12/19/2008,Endowment Report,Other Fundraiser,Other
Fundraiser A,A,10017,PR,3/12/2008,Action,Other Fundraiser,Other
Fundraiser A,A,10017,PR,3/12/2008,Action,Other Fundraiser,Other
Fundraiser A,A,10017,PR,3/12/2008,Action,Other Fundraiser,Other
Fundraiser A,A,10017,PR,8/8/2005,Mail,Other Fundraiser,Other
Fundraiser A,A,10017,PR,7/30/2004,Action,Other Fundraiser,Other
Fundraiser A,A,10017,PR,1/23/2004,Action,Other Fundraiser,Other
Fundraiser A,A,10017,PR,10/14/2003,Mail,Other Fundraiser,Other
Fundraiser A,A,10017,PR,8/6/2003,E-mail,Other Fundraiser,Other
Fundraiser A,A,10017,PR,7/28/2003,Phone Call,Other Fundraiser,Other
Fundraiser A,A,10017,PR,7/25/2003,Phone Call,Other Fundraiser,Other
Fundraiser D,D,10018,PR,11/22/2013,Mail,Other Fundraiser,Other
Fundraiser D,D,10018,PR,11/15/2012,Mail,Other Fundraiser,Other
Fundraiser D,D,10018,PR,10/15/2011,Mail,Other Fundraiser,Other
Fundraiser D,D,10018,PR,11/15/2010,Mail,Other Fundraiser,Other
Fundraiser D,D,10018,PR,11/5/2009,Endowment Report,Other Fundraiser,Other
Fundraiser D,D,10018,PR,12/19/2008,Endowment Report,Other Fundraiser,Other
Fundraiser D,D,10018,PR,3/7/2008,Action,Other Fundraiser,Other
Fundraiser D,D,10018,PR,2/28/2007,Action,Other Fundraiser,Other
Fundraiser D,D,10018,PR,11/23/2005,Endowment Report,Other Fundraiser,Other
Fundraiser D,D,10018,PR,6/3/2004,Mail,Other Fundraiser,Other
Fundraiser D,D,10018,PR,2/8/1996,Endowment Report,Other Fundraiser,Other
Fundraiser D,D,10018,PR,2/22/1995,Endowment Report,Other Fundraiser,Other
Fundraiser D,D,10019,PR,11/22/2013,Mail,Other Fundraiser,Other
Fundraiser D,D,10019,PR,11/15/2012,Mail,Other Fundraiser,Other
Fundraiser D,D,10019,PR,10/15/2011,Mail,Other Fundraiser,Other
Fundraiser D,D,10019,PR,11/15/2010,Mail,Other Fundraiser,Other
Fundraiser D,D,10019,PR,11/5/2009,Endowment Report,Other Fundraiser,Other
Fundraiser D,D,10019,PR,11/5/2009,Endowment Report,Other Fundraiser,Other
Fundraiser D,D,10019,PR,11/5/2009,Endowment Report,Other Fundraiser,Other
Fundraiser D,D,10019,PR,11/5/2009,Endowment Report,Other Fundraiser,Other
Fundraiser D,D,10019,PR,11/5/2009,Endowment Report,Other Fundraiser,Other
Fundraiser D,D,10019,PR,12/19/2008,Endowment Report,Other Fundraiser,Other
Fundraiser D,D,10019,PR,12/19/2008,Endowment Report,Other Fundraiser,Other
Fundraiser D,D,10019,PR,12/19/2008,Endowment Report,Other Fundraiser,Other
Fundraiser D,D,10019,PR,12/19/2008,Endowment Report,Other Fundraiser,Other
Fundraiser D,D,10019,PR,3/10/2008,Action,Other Fundraiser,Other
Fundraiser D,D,10019,PR,3/7/2008,Action,Other Fundraiser,Other
Fundraiser D,D,10019,PR,3/7/2008,Action,Other Fundraiser,Other
Fundraiser D,D,10019,PR,3/7/2008,Action,Other Fundraiser,Other
Fundraiser D,D,10019,PR,3/6/2008,Mail,Other Fundraiser,Other
Fundraiser D,D,10019,PR,2/28/2007,Action,Other Fundraiser,Other
Fundraiser D,D,10019,PR,2/28/2007,Action,Other Fundraiser,Other
Fundraiser D,D,10019,PR,1/30/2006,Phone Call,Other Fundraiser,Other
Fundraiser D,D,10019,PR,11/23/2005,Endowment Report,Other Fundraiser,Other
Fundraiser D,D,10019,PR,11/23/2005,Endowment Report,Other Fundraiser,Other
Fundraiser D,D,10019,PR,11/23/2005,Endowment Report,Other Fundraiser,Other
Fundraiser D,D,10019,PR,11/23/2005,Endowment Report,Other Fundraiser,Other
Fundraiser D,D,10019,PR,11/23/2005,Endowment Report,Other Fundraiser,Other
Fundraiser D,D,10019,PR,2/5/2004,Action,Other Fundraiser,Other
Fundraiser D,D,10019,PR,2/23/1998,Endowment Report,Other Fundraiser,Other
Fundraiser D,D,10019,PR,2/17/1997,Endowment Report,Other Fundraiser,Other
Fundraiser D,D,10019,PR,2/8/1996,Endowment Report,Other Fundraiser,Other
Fundraiser D,D,10019,PR,2/22/1995,Endowment Report,Other Fundraiser,Other
Fundraiser D,D,10019,PR,2/22/1995,Endowment Report,Other Fundraiser,Other
Fundraiser D,D,10020,PR,11/22/2013,Mail,Other Fundraiser,Other
Fundraiser D,D,10020,PR,11/15/2012,Mail,Other Fundraiser,Other
Fundraiser D,D,10020,PR,10/15/2011,Mail,Other Fundraiser,Other
Fundraiser D,D,10020,PR,11/15/2010,Mail,Other Fundraiser,Other
Fundraiser D,D,10020,PR,12/1/2009,Mail,Other Fundraiser,Other
Fundraiser D,D,10020,PR,11/5/2009,Endowment Report,Other Fundraiser,Other
Fundraiser D,D,10020,PR,11/5/2009,Endowment Report,Other Fundraiser,Other
Fundraiser D,D,10020,PR,11/5/2009,Endowment Report,Other Fundraiser,Other
Fundraiser D,D,10020,PR,10/23/2009,Mail,Other Fundraiser,Other
Fundraiser D,D,10020,PR,10/23/2009,Mail,Other Fundraiser,Other
Fundraiser D,D,10020,PR,9/25/2009,Mail,Other Fundraiser,Other
Fundraiser D,D,10020,PR,9/3/2009,Mail,Other Fundraiser,Other
Fundraiser D,D,10020,PR,7/28/2009,Mail,Other Fundraiser,Other
Fundraiser D,D,10020,PR,6/26/2009,Mail,Other Fundraiser,Other
Fundraiser D,D,10020,PR,6/1/2009,Mail,Other Fundraiser,Other
Fundraiser D,D,10020,PR,5/5/2009,Mail,Other Fundraiser,Other
Fundraiser D,D,10020,PR,3/26/2009,Mail,Other Fundraiser,Other
Fundraiser D,D,10020,PR,2/9/2009,Mail,Other Fundraiser,Other
Fundraiser D,D,10020,PR,1/26/2009,Mail,Other Fundraiser,Other
Fundraiser D,D,10020,PR,12/19/2008,Endowment Report,Other Fundraiser,Other
Fundraiser D,D,10020,PR,12/19/2008,Endowment Report,Other Fundraiser,Other
Fundraiser D,D,10020,PR,12/12/2008,Mail,Other Fundraiser,Other
Fundraiser D,D,10020,PR,12/12/2008,Mail,Other Fundraiser,Other
Fundraiser D,D,10020,PR,8/26/2008,Mail,Other Fundraiser,Other
Fundraiser D,D,10020,PR,6/30/2008,Mail,Other Fundraiser,Other
Fundraiser D,D,10020,PR,6/4/2008,Mail,Other Fundraiser,Other
Fundraiser D,D,10020,PR,5/20/2008,Mail,Other Fundraiser,Other
Fundraiser D,D,10020,PR,3/7/2008,Action,Other Fundraiser,Other
Fundraiser D,D,10020,PR,3/7/2008,Action,Other Fundraiser,Other
Fundraiser D,D,10020,PR,3/7/2008,Action,Other Fundraiser,Other
Fundraiser D,D,10020,PR,3/7/2008,Action,Other Fundraiser,Other
Fundraiser D,D,10020,PR,11/30/2007,Mail,Other Fundraiser,Other
Fundraiser D,D,10020,PR,11/2/2007,Mail,Other Fundraiser,Other
Fundraiser D,D,10020,PR,7/10/2007,Mail,Other Fundraiser,Other
Fundraiser D,D,10020,PR,5/15/2007,Mail,Other Fundraiser,Other
Fundraiser D,D,10020,PR,4/20/2007,Mail,Other Fundraiser,Other
Fundraiser D,D,10020,PR,2/28/2007,Action,Other Fundraiser,Other
Fundraiser D,D,10020,PR,2/28/2007,Action,Other Fundraiser,Other
Fundraiser D,D,10020,PR,2/28/2007,Action,Other Fundraiser,Other
Fundraiser D,D,10020,PR,2/28/2007,Action,Other Fundraiser,Other
Fundraiser D,D,10020,PR,12/20/2006,Mail,Other Fundraiser,Other
Fundraiser D,D,10020,PR,2/2/2006,Mail,Other Fundraiser,Other
Fundraiser D,D,10020,PR,1/26/2006,Phone Call,Other Fundraiser,Other
Fundraiser D,D,10020,PR,1/25/2006,Endowment Report,Other Fundraiser,Other
Fundraiser D,D,10020,PR,11/30/2005,Phone Call,Other Fundraiser,Other
Fundraiser D,D,10020,PR,11/23/2005,Action,Other Fundraiser,Other
Fundraiser D,D,10020,PR,11/23/2005,Endowment Report,Other Fundraiser,Other
Fundraiser D,D,10020,PR,10/20/2005,Phone Call,Other Fundraiser,Other
Fundraiser D,D,10020,PR,4/19/2005,Mail,Other Fundraiser,Other
Fundraiser D,D,10020,PR,4/14/2005,Mail,Other Fundraiser,Other
Fundraiser D,D,10020,PR,3/16/2005,Mail,Other Fundraiser,Other
Fundraiser D,D,10020,PR,3/14/2005,Mail,Other Fundraiser,Other
Fundraiser D,D,10020,PR,3/10/2005,Mail,Other Fundraiser,Other
Fundraiser D,D,10020,PR,2/15/2005,Mail,Other Fundraiser,Other
Fundraiser D,D,10020,PR,2/10/2005,Mail,Other Fundraiser,Other
Fundraiser D,D,10020,PR,1/11/2005,Mail,Other Fundraiser,Other
Fundraiser D,D,10020,PR,1/11/2005,Mail,Other Fundraiser,Other
Fundraiser D,D,10020,PR,8/20/2004,Action,Other Fundraiser,Other
Fundraiser D,D,10020,PR,6/3/2004,Mail,Other Fundraiser,Other
Fundraiser D,D,10020,PR,3/5/2004,Action,Other Fundraiser,Other
Fundraiser D,D,10020,PR,3/5/2004,Action,Other Fundraiser,Other
Fundraiser D,D,10020,PR,1/30/2004,Mail,Other Fundraiser,Other
Fundraiser D,D,10020,PR,6/4/2002,Mail,Other Fundraiser,Other
Fundraiser D,D,10020,PR,1/3/2000,Endowment Report,Other Fundraiser,Other
Fundraiser D,D,10020,PR,9/24/1998,Action,Other Fundraiser,Other
Fundraiser D,D,10020,PR,3/19/1998,Endowment Report,Other Fundraiser,Other
Fundraiser D,D,10020,PR,3/9/1998,Endowment Report,Other Fundraiser,Other
Fundraiser D,D,10020,PR,2/17/1997,Endowment Report,Other Fundraiser,Other
Fundraiser D,D,10020,PR,2/17/1997,Endowment Report,Other Fundraiser,Other
Fundraiser D,D,10020,PR,2/8/1996,Endowment Report,Other Fundraiser,Other
Fundraiser D,D,10020,PR,2/22/1995,Endowment Report,Other Fundraiser,Other
Fundraiser D,D,10021,PR,6/7/2017,,Fundraiser D,D
Fundraiser D,D,10021,PR,8/25/2015,Phone Call,Fundraiser D,D
Fundraiser D,D,10021,PR,11/22/2013,Mail,Other Fundraiser,Other
Fundraiser D,D,10021,PR,11/15/2012,Mail,Other Fundraiser,Other
Fundraiser D,D,10021,PR,10/15/2011,Mail,Other Fundraiser,Other
Fundraiser D,D,10021,PR,11/15/2010,Mail,Other Fundraiser,Other
Fundraiser D,D,10021,PR,11/5/2009,Endowment Report,Other Fundraiser,Other
Fundraiser D,D,10021,PR,12/19/2008,Endowment Report,Other Fundraiser,Other
Fundraiser D,D,10021,PR,8/22/2008,Mail,Other Fundraiser,Other
Fundraiser D,D,10021,PR,7/2/2008,Mail,Other Fundraiser,Other
Fundraiser D,D,10021,PR,2/29/2008,Mail,Other Fundraiser,Other
Fundraiser D,D,10021,PR,2/28/2007,Action,Other Fundraiser,Other
Fundraiser D,D,10021,PR,9/22/2006,Mail,Other Fundraiser,Other
Fundraiser D,D,10021,PR,9/5/2006,Mail,Other Fundraiser,Other
Fundraiser D,D,10021,PR,7/7/2006,Mail,Other Fundraiser,Other
Fundraiser D,D,10021,PR,1/5/2006,Phone Call,Other Fundraiser,Other
Fundraiser D,D,10021,PR,11/23/2005,Endowment Report,Other Fundraiser,Other
Fundraiser D,D,10021,PR,12/5/2004,Mail,Other Fundraiser,Other
Fundraiser D,D,10021,PR,12/2/2001,Mail,Other Fundraiser,Other
Fundraiser D,D,10021,PR,10/31/2000,Mail,Other Fundraiser,Other
Fundraiser D,D,10021,PR,9/7/1999,Mail,Other Fundraiser,Other
Fundraiser D,D,10021,PR,3/15/1999,Mail,Other Fundraiser,Other
Fundraiser D,D,10021,PR,2/23/1998,Endowment Report,Other Fundraiser,Other
Fundraiser D,D,10021,PR,1/22/1998,Mail,Other Fundraiser,Other
Fundraiser D,D,10021,PR,1/22/1998,Mail,Other Fundraiser,Other
Fundraiser D,D,10021,PR,1/22/1998,Mail,Other Fundraiser,Other
Fundraiser D,D,10021,PR,2/17/1997,Endowment Report,Other Fundraiser,Other
Fundraiser D,D,10021,PR,9/23/1996,Mail,Other Fundraiser,Other
Fundraiser D,D,10021,PR,9/11/1996,Mail,Other Fundraiser,Other
Fundraiser D,D,10021,PR,2/7/1996,Endowment Report,Other Fundraiser,Other
Fundraiser D,D,10021,PR,2/22/1995,Endowment Report,Other Fundraiser,Other
Fundraiser C,C,10022,PR,9/2/2014,Committee/Board Meeting,Other Fundraiser,Other
Fundraiser C,C,10022,PR,12/17/2009,Mail,Other Fundraiser,Other
Fundraiser C,C,10022,PR,12/27/2007,Mail,Other Fundraiser,Other
Fundraiser C,C,10022,PR,12/11/2002,Personal Visit,Other Fundraiser,Other
Fundraiser C,C,10022,PR,4/18/2002,Action,Other Fundraiser,Other
Fundraiser C,C,10022,PR,1/2/2002,Proposal,Other Fundraiser,Other
Fundraiser C,C,10022,PR,11/28/2001,Mail,Other Fundraiser,Other
Fundraiser C,C,10022,PR,8/18/2000,Personal Visit,Other Fundraiser,Other
Fundraiser C,C,10022,PR,10/29/1999,Mail,Other Fundraiser,Other
Fundraiser C,C,10022,PR,10/29/1999,Phone Call,Other Fundraiser,Other
Fundraiser C,C,10022,PR,4/16/1998,Mail,Other Fundraiser,Other
Fundraiser C,C,10022,PR,3/3/1998,Mail,Other Fundraiser,Other
Fundraiser C,C,10022,PR,1/28/1998,Mail,Other Fundraiser,Other
Fundraiser C,C,10022,PR,11/26/1997,Mail,Other Fundraiser,Other
Fundraiser C,C,10022,PR,4/17/1997,Mail,Other Fundraiser,Other
Fundraiser C,C,10022,PR,3/21/1997,Mail,Other Fundraiser,Other
Fundraiser C,C,10022,PR,1/29/1997,Personal Visit,Other Fundraiser,Other
Fundraiser C,C,10022,PR,1/29/1997,Personal Visit,Other Fundraiser,Other
Fundraiser C,C,10022,PR,1/29/1997,Personal Visit,Other Fundraiser,Other
Fundraiser A,A,10023,PR,2/26/2019,E-mail,Fundraiser A,A
Fundraiser A,A,10023,PR,2/15/2019,E-mail,Other Fundraiser,Other
Fundraiser A,A,10023,PR,1/23/2018,E-mail,Other Fundraiser,Other
Fundraiser A,A,10023,PR,11/7/2016,E-mail,Other Fundraiser,Other
Fundraiser A,A,10023,PR,10/28/2015,E-mail,Other Fundraiser,Other
Fundraiser A,A,10023,PR,10/27/2015,Personal Visit,Other Fundraiser,Other
Fundraiser A,A,10023,PR,8/24/2015,Personal Visit,Other Fundraiser,Other
Fundraiser A,A,10023,PR,7/10/2015,Mail,Other Fundraiser,Other
Fundraiser A,A,10023,PR,9/10/2009,Mail,Other Fundraiser,Other
Fundraiser A,A,10023,PR,5/14/2009,Mail,Other Fundraiser,Other
Fundraiser A,A,10023,PR,4/16/2009,Mail,Other Fundraiser,Other
Fundraiser D,D,10024,PR,11/15/2018,Phone Call,Fundraiser D,D
Fundraiser D,D,10024,PR,9/27/2018,Mail,Fundraiser D,D
Fundraiser D,D,10024,PR,8/31/2018,Mail,Fundraiser D,D
Fundraiser D,D,10024,PR,7/3/2018,Internal Meeting,Fundraiser D,D
Fundraiser D,D,10024,PR,6/26/2018,Phone Call,Fundraiser D,D
Fundraiser D,D,10024,PR,6/22/2018,E-mail,Fundraiser D,D
Fundraiser D,D,10024,PR,6/1/2018,Mail,Fundraiser D,D
Fundraiser D,D,10024,PR,4/5/2018,,Fundraiser D,D
Fundraiser D,D,10024,PR,4/4/2018,Mail,Fundraiser D,D
Fundraiser D,D,10024,PR,3/9/2018,Mail,Fundraiser D,D
Fundraiser D,D,10024,PR,11/28/2017,,Fundraiser D,D
Fundraiser D,D,10024,PR,7/28/2017,,Other Fundraiser,Other
Fundraiser D,D,10024,PR,7/28/2017,E-mail,Fundraiser D,D
Fundraiser D,D,10024,PR,5/10/2017,,Fundraiser D,D
Fundraiser D,D,10024,PR,5/3/2017,Personal Visit,Fundraiser D,D
Fundraiser D,D,10024,PR,7/8/2013,Phone Call,Other Fundraiser,Other
Fundraiser D,D,10024,PR,5/26/2011,Phone Call,Other Fundraiser,Other
Fundraiser D,D,10024,PR,5/26/2011,Phone Call,Other Fundraiser,Other
Fundraiser D,D,10024,PR,1/26/2011,Personal Visit,Other Fundraiser,Other
Fundraiser D,D,10024,PR,1/15/2011,Personal Visit,Other Fundraiser,Other
